"Timestamp","How many SQL servers does your company manage?","How many SQL Server databases does your company manage?","What's your total SQL Server database volume?","What's your biggest SQL Server database?","How many SQL Server DBAs does your company employ?","What versions of SQL are you using?","Which of these features are you using?","What do you use for backups?","How are you testing your SQL Server backups?","What SQL Server HA/DR tools/features do you use?","What's your biggest worry or pain for your SQL Server backups? (i.e. having enough space, getting done within backup window, having access in an emergency)"
"2018/02/02 4:27:04 AM MST","25-50","101-500","0-10TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Change Data Capture","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Availability Groups",""
"2018/02/02 4:38:08 AM MST","100+","2001+","50TB+","5TB-10TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","Column Store Index;Compression - Page or Row;In Memory OLTP","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Third party DR tool (Double Take, SIOS, etc.)","Space"
"2018/02/02 4:50:56 AM MST","100+","2001+","50TB+","5TB-10TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping",""
"2018/02/02 4:56:12 AM MST","10-25","26-100","0-10TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification","Failover Cluster Instance","Space"
"2018/02/02 5:48:42 AM MST","100+","2001+","50TB+","1TB-5TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","","Maintenance Plans","Backup job verification","Failover Cluster Instance;Availability Groups","Lack of space "
"2018/02/02 5:51:23 AM MST","1-10","1-25","0-10TB","1TB-5TB","2-5","SQL 2014","Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups",""
"2018/02/02 6:22:41 AM MST","100+","2001+","0-10TB","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts;Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing","",""
"2018/02/02 6:31:40 AM MST","100+","501-2000","50TB+","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Change Data Capture;Column Store Index;Compression - Page or Row;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Availability Groups;Log Shipping;Database Mirroring","Having access in an emergency"
"2018/02/02 6:33:38 AM MST","50-100","501-2000","0-10TB","1TB-5TB","1","SQL 2014;SQL 2016","Change Data Capture;Column Store Index;Compression - Page or Row;Filestream;In Memory OLTP;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","No verification/testing;Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Easly I manage all the servers"
"2018/02/02 6:48:26 AM MST","10-25","26-100","10TB-25TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2016","","Maintenance Plans;“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring",""
"2018/02/02 6:52:06 AM MST","25-50","501-2000","10TB-25TB","1TB-5TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups",""
"2018/02/02 7:02:10 AM MST","10-25","101-500","0-10TB","0-1TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2016","","“Roll Your Own” / Internally developed scripts","No verification/testing;Restore to another system and run DBCC","Availability Groups;Log Shipping",""
"2018/02/02 1:55:34 PM MST","25-50","101-500","10TB-25TB","1TB-5TB","1","SQL 2014;SQL 2016","Change Data Capture;Compression - Page or Row;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification","Availability Groups;Log Shipping","RTO for full databas restore, the management has no how long it really takes to restore 2 TB of data."
"2018/02/02 1:59:24 PM MST","10-25","26-100","0-10TB","1TB-5TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","No verification/testing;Restore to another system and run DBCC","","Space management"
"2018/02/02 2:35:11 PM MST","25-50","26-100","10TB-25TB","1TB-5TB","2-5","SQL 2012;SQL 2016","Change Data Capture;Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Backup job verification;Restore to another system and run DBCC","Availability Groups","enough space"
"2018/02/02 2:52:04 PM MST","100+","501-2000","25TB-50TB","5TB-10TB","6-10","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Column Store Index;Compression - Page or Row;Transparent Data Encryption (TDE)","“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Third party DR tool (Double Take, SIOS, etc.)","Double take is giving us pain when working on DR quaterly exercise due to the fact support for db in alwayson used in different datacenters is not fully supported."
"2018/02/02 4:08:26 PM MST","10-25","26-100","10TB-25TB","0-1TB","1","SQL 2012;SQL 2016","Column Store Index;Compression - Page or Row;Filestream;In Memory OLTP;Transparent Data Encryption (TDE)","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups","No Pain"
"2018/02/02 4:19:43 PM MST","10-25","1-25","0-10TB","0-1TB","1","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2017","","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","No verification/testing;Backup job verification","Third party DR tool (Double Take, SIOS, etc.);Database Mirroring","Monitoring success/failure"
"2018/02/02 4:40:10 PM MST","100+","501-2000","10TB-25TB","5TB-10TB","2-5","SQL 2014;SQL 2016;SQL 2017","Compression - Page or Row","Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring","Time to recover"
"2018/02/02 5:09:05 PM MST","100+","501-2000","25TB-50TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","","“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Database Mirroring",""
"2018/02/02 5:58:46 PM MST","100+","2001+","50TB+","1TB-5TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups","Having access, corruption "
"2018/02/02 8:05:45 PM MST","100+","2001+","50TB+","5TB-10TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Compression - Page or Row;Transparent Data Encryption (TDE)","Community Scripts (Ola Hallengren, Minion Backup, etc);“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Failover Cluster Instance;Log Shipping",""
"2018/02/02 9:42:13 PM MST","100+","2001+","50TB+","1TB-5TB","11+","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture;Compression - Page or Row","Maintenance Plans;Community Scripts (Ola Hallengren, Minion Backup, etc)","Backup job verification;Restore to another system and run DBCC","Failover Cluster Instance;Availability Groups;Log Shipping;Database Mirroring",""
"2018/02/02 9:43:31 PM MST","50-100","2001+","10TB-25TB","1TB-5TB","1","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture;Column Store Index;Compression - Page or Row;Filestream;In Memory OLTP","Maintenance Plans;“Roll Your Own” / Internally developed scripts;Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups",""
"2018/02/02 11:10:07 PM MST","100+","2001+","50TB+","0-1TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012","Compression - Page or Row","“Roll Your Own” / Internally developed scripts","Restore to another system and run DBCC","Failover Cluster Instance;Log Shipping;Database Mirroring",""
"2018/02/03 3:09:46 AM MST","100+","2001+","50TB+","5TB-10TB","2-5","SQL 2000 / SQL 2005;SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016;SQL 2017","Compression - Page or Row;Filestream","Community Scripts (Ola Hallengren, Minion Backup, etc);Enterprise Backup Platform (Commvault, Veritas, Veeam, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups",""
"2018/02/03 3:31:54 AM MST","50-100","101-500","10TB-25TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014","Column Store Index;In Memory OLTP;Transparent Data Encryption (TDE)","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Failover Cluster Instance;Database Mirroring",""
"2018/02/03 3:59:33 AM MST","100+","501-2000","10TB-25TB","1TB-5TB","2-5","SQL 2008 / SQL 2008 R2;SQL 2012;SQL 2014;SQL 2016","Change Data Capture;Transparent Data Encryption (TDE)","Vendor Supplied Software Tool (Idera SQL Safe, Red Gate Backup, etc.)","Backup job verification","Failover Cluster Instance;Availability Groups","Failure of jobs"
